33
·¦ÅÍ,2,0,21736.58, 35.57, -17424.59, 0.00, 0.00, -1.00
·¦ÅÍ,2,0,21595.27, 39.32, -17493.60, 0.00, 0.00, -1.00
·¦ÅÍ,2,0,21514.46, 35.12, -17519.67, 0.00, 0.00, -1.00
·¦ÅÍ,2,0,21612.95, 35.00, -17683.46, 0.00, 0.00, -1.00
·¦ÅÍ,2,0,21695.88, 42.61, -17591.27, 0.00, 0.00, -1.00
·¦ÅÍ,2,0,21780.87, 39.60, -17544.77, 0.00, 0.00, -1.00
·¦ÅÍ,2,0,21833.88, 40.49, -17439.94, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21562.58, 35.88, -17602.08, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21516.69, 33.45, -17531.68, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21561.27, 36.64, -17714.09, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21518.53, 51.80, -17767.47, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21547.01, 36.29, -17730.68, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21638.88, 36.78, -17848.04, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21636.44, 41.20, -17809.09, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21637.64, 38.10, -17788.51, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21675.01, 37.96, -17821.24, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21691.65, 36.22, -17734.94, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21732.00, 38.31, -17730.52, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21754.14, 33.95, -17757.81, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21704.47, 34.99, -17768.04, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21770.20, 34.23, -17815.67, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21823.11, 37.64, -17857.99, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21878.30, 37.21, -17758.18, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21813.70, 41.22, -17675.22, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21812.29, 37.43, -17629.28, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21831.43, 34.50, -17740.40, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21791.22, 39.33, -17656.22, 0.00, 0.00, -1.00
¾Ç¾î,2,0,21886.00, 34.38, -17644.46, 0.00, 0.00, -1.00
ÃµµÕ¹Ù½Ç¸®½ºÅ©,2,0,21669.09, 35.35, -17550.83, 0.00, 0.00, -1.00
ÃµµÕ¹Ù½Ç¸®½ºÅ©,2,0,21607.81, 39.52, -17550.78, 0.00, 0.00, -1.00
ÃµµÕ¹Ù½Ç¸®½ºÅ©,2,0,21559.34, 35.40, -17470.51, 0.00, 0.00, -1.00
ÃµµÕ¹Ù½Ç¸®½ºÅ©,2,0,21568.36, 35.24, -17525.92, 0.00, 0.00, -1.00
ÃµµÕ¹Ù½Ç¸®½ºÅ©,2,0,21543.59, 37.81, -17580.16, 0.00, 0.00, -1.00
